,model,exp_type,verb,action,true,pred,prompt,response
328,jurassic-large,object-control,pleaded with,to wipe the counter,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A pleaded with Person B to wipe the counter.

Question:  Who wiped the counter, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A pleaded with Person B to wipe the counter.\n\nQuestion:  Who wiped the counter, Person A or Person B?\nAnswer: ', ' Person A')"
329,jurassic-large,object-control,pleaded with,to dance,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A pleaded with Person B to dance.

Question:  Who danced, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A pleaded with Person B to dance.\n\nQuestion:  Who danced, Person A or Person B?\nAnswer: ', ' Person A')"
330,jurassic-large,object-control,persuaded,to leave,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A persuaded Person B to leave.

Question:  Who left, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A persuaded Person B to leave.\n\nQuestion:  Who left, Person A or Person B?\nAnswer: ', ' Person A')"
331,jurassic-large,object-control,persuaded,to call home,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A persuaded Person B to call home.

Question:  Who called home, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A persuaded Person B to call home.\n\nQuestion:  Who called home, Person A or Person B?\nAnswer: ', ' Person A')"
332,jurassic-large,object-control,persuaded,to reply,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A persuaded Person B to reply.

Question:  Who replied, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A persuaded Person B to reply.\n\nQuestion:  Who replied, Person A or Person B?\nAnswer: ', ' Person A')"
333,jurassic-large,object-control,persuaded,to wipe the counter,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A persuaded Person B to wipe the counter.

Question:  Who wiped the counter, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A persuaded Person B to wipe the counter.\n\nQuestion:  Who wiped the counter, Person A or Person B?\nAnswer: ', ' Person A')"
334,jurassic-large,object-control,persuaded,to dance,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A persuaded Person B to dance.

Question:  Who danced, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A persuaded Person B to dance.\n\nQuestion:  Who danced, Person A or Person B?\nAnswer: ', ' Person A')"
335,jurassic-large,object-control,convinced,to leave,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A convinced Person B to leave.

Question:  Who left, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A convinced Person B to leave.\n\nQuestion:  Who left, Person A or Person B?\nAnswer: ', ' Person A')"
336,jurassic-large,object-control,convinced,to call home,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A convinced Person B to call home.

Question:  Who called home, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A convinced Person B to call home.\n\nQuestion:  Who called home, Person A or Person B?\nAnswer: ', ' Person A')"
337,jurassic-large,object-control,convinced,to reply,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A convinced Person B to reply.

Question:  Who replied, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A convinced Person B to reply.\n\nQuestion:  Who replied, Person A or Person B?\nAnswer: ', ' Person A')"
338,jurassic-large,object-control,convinced,to wipe the counter,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A convinced Person B to wipe the counter.

Question:  Who wiped the counter, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A convinced Person B to wipe the counter.\n\nQuestion:  Who wiped the counter, Person A or Person B?\nAnswer: ', ' Person A')"
339,jurassic-large,object-control,convinced,to dance,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A convinced Person B to dance.

Question:  Who danced, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A convinced Person B to dance.\n\nQuestion:  Who danced, Person A or Person B?\nAnswer: ', ' Person A')"
340,jurassic-large,object-control,forced,to leave,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A forced Person B to leave.

Question:  Who left, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A forced Person B to leave.\n\nQuestion:  Who left, Person A or Person B?\nAnswer: ', ' Person A')"
341,jurassic-large,object-control,forced,to call home,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A forced Person B to call home.

Question:  Who called home, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A forced Person B to call home.\n\nQuestion:  Who called home, Person A or Person B?\nAnswer: ', ' Person A')"
342,jurassic-large,object-control,forced,to reply,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A forced Person B to reply.

Question:  Who replied, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A forced Person B to reply.\n\nQuestion:  Who replied, Person A or Person B?\nAnswer: ', ' Person A')"
343,jurassic-large,object-control,forced,to wipe the counter,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A forced Person B to wipe the counter.

Question:  Who wiped the counter, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A forced Person B to wipe the counter.\n\nQuestion:  Who wiped the counter, Person A or Person B?\nAnswer: ', ' Person A')"
344,jurassic-large,object-control,forced,to dance,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A forced Person B to dance.

Question:  Who danced, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A forced Person B to dance.\n\nQuestion:  Who danced, Person A or Person B?\nAnswer: ', ' Person A')"
345,jurassic-large,object-control,pushed,to leave,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A pushed Person B to leave.

Question:  Who left, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A pushed Person B to leave.\n\nQuestion:  Who left, Person A or Person B?\nAnswer: ', ' Person A')"
346,jurassic-large,object-control,pushed,to call home,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A pushed Person B to call home.

Question:  Who called home, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A pushed Person B to call home.\n\nQuestion:  Who called home, Person A or Person B?\nAnswer: ', ' Person A')"
347,jurassic-large,object-control,pushed,to reply,Person B,other,"You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".
Context: Person A pushed Person B to reply.

Question:  Who replied, Person A or Person B?
Answer: ","('You will be given a context and a question. Answer the question with either ""Person A"" or ""Person B"".\nContext: Person A pushed Person B to reply.\n\nQuestion:  Who replied, Person A or Person B?\nAnswer: ', ' Person A')"
