,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
838,jurassic-jumbo,object-control,Nicole,Casey,False,convinced,to run,Casey,Nicole,"You will be given a context and a question.
Context: Nicole convinced Casey to run.

Question: Who was convinced to run?
Answer: Casey
Question: Who convinced someone to run?
Answer: Nicole
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole convinced Casey to run.\n\nQuestion: Who was convinced to run?\nAnswer: Casey\nQuestion: Who convinced someone to run?\nAnswer: Nicole\nQuestion: Who ran?\nAnswer: ', '(Nicole')",838.0,838.0,
839,jurassic-jumbo,object-control,Nicole,Casey,False,convinced,to call,Casey,other,"You will be given a context and a question.
Context: Nicole convinced Casey to call.

Question: Who was convinced to call?
Answer: Casey
Question: Who convinced someone to call?
Answer: Nicole
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole convinced Casey to call.\n\nQuestion: Who was convinced to call?\nAnswer: Casey\nQuestion: Who convinced someone to call?\nAnswer: Nicole\nQuestion: Who called?\nAnswer: ', '____')",839.0,839.0,
840,jurassic-jumbo,object-control,Nicole,Casey,False,forced,to come,Casey,Nicole,"You will be given a context and a question.
Context: Nicole forced Casey to come.

Question: Who was forced to come?
Answer: Casey
Question: Who forced someone to come?
Answer: Nicole
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole forced Casey to come.\n\nQuestion: Who was forced to come?\nAnswer: Casey\nQuestion: Who forced someone to come?\nAnswer: Nicole\nQuestion: Who came?\nAnswer: ', '(Nicole')",840.0,840.0,
841,jurassic-jumbo,object-control,Nicole,Casey,False,forced,to go,Casey,Nicole,"You will be given a context and a question.
Context: Nicole forced Casey to go.

Question: Who was forced to go?
Answer: Casey
Question: Who forced someone to go?
Answer: Nicole
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole forced Casey to go.\n\nQuestion: Who was forced to go?\nAnswer: Casey\nQuestion: Who forced someone to go?\nAnswer: Nicole\nQuestion: Who went?\nAnswer: ', '(Nicole')",841.0,841.0,
842,jurassic-jumbo,object-control,Nicole,Casey,False,forced,to read,Casey,Nicole,"You will be given a context and a question.
Context: Nicole forced Casey to read.

Question: Who was forced to read?
Answer: Casey
Question: Who forced someone to read?
Answer: Nicole
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole forced Casey to read.\n\nQuestion: Who was forced to read?\nAnswer: Casey\nQuestion: Who forced someone to read?\nAnswer: Nicole\nQuestion: Who read?\nAnswer: ', '(Nicole')",842.0,842.0,
843,jurassic-jumbo,object-control,Nicole,Casey,False,forced,to run,Casey,Nicole,"You will be given a context and a question.
Context: Nicole forced Casey to run.

Question: Who was forced to run?
Answer: Casey
Question: Who forced someone to run?
Answer: Nicole
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole forced Casey to run.\n\nQuestion: Who was forced to run?\nAnswer: Casey\nQuestion: Who forced someone to run?\nAnswer: Nicole\nQuestion: Who ran?\nAnswer: ', '(Nicole')",843.0,843.0,
844,jurassic-jumbo,object-control,Nicole,Casey,False,forced,to call,Casey,other,"You will be given a context and a question.
Context: Nicole forced Casey to call.

Question: Who was forced to call?
Answer: Casey
Question: Who forced someone to call?
Answer: Nicole
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole forced Casey to call.\n\nQuestion: Who was forced to call?\nAnswer: Casey\nQuestion: Who forced someone to call?\nAnswer: Nicole\nQuestion: Who called?\nAnswer: ', '____')",844.0,844.0,
845,jurassic-jumbo,object-control,Nicole,Casey,False,pushed,to come,Casey,other,"You will be given a context and a question.
Context: Nicole pushed Casey to come.

Question: Who pushed someone to come?
Answer: Nicole
Question: Who was pushed to come?
Answer: Casey
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole pushed Casey to come.\n\nQuestion: Who pushed someone to come?\nAnswer: Nicole\nQuestion: Who was pushed to come?\nAnswer: Casey\nQuestion: Who came?\nAnswer: ', '____')",845.0,845.0,
846,jurassic-jumbo,object-control,Nicole,Casey,False,pushed,to go,Casey,other,"You will be given a context and a question.
Context: Nicole pushed Casey to go.

Question: Who was pushed to go?
Answer: Casey
Question: Who pushed someone to go?
Answer: Nicole
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole pushed Casey to go.\n\nQuestion: Who was pushed to go?\nAnswer: Casey\nQuestion: Who pushed someone to go?\nAnswer: Nicole\nQuestion: Who went?\nAnswer: ', '____')",846.0,846.0,
847,jurassic-jumbo,object-control,Nicole,Casey,False,pushed,to read,Casey,other,"You will be given a context and a question.
Context: Nicole pushed Casey to read.

Question: Who pushed someone to read?
Answer: Nicole
Question: Who was pushed to read?
Answer: Casey
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole pushed Casey to read.\n\nQuestion: Who pushed someone to read?\nAnswer: Nicole\nQuestion: Who was pushed to read?\nAnswer: Casey\nQuestion: Who read?\nAnswer: ', '____')",847.0,847.0,
848,jurassic-jumbo,object-control,Nicole,Casey,False,pushed,to run,Casey,other,"You will be given a context and a question.
Context: Nicole pushed Casey to run.

Question: Who pushed someone to run?
Answer: Nicole
Question: Who was pushed to run?
Answer: Casey
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole pushed Casey to run.\n\nQuestion: Who pushed someone to run?\nAnswer: Nicole\nQuestion: Who was pushed to run?\nAnswer: Casey\nQuestion: Who ran?\nAnswer: ', '____')",848.0,848.0,
849,jurassic-jumbo,object-control,Nicole,Casey,False,pushed,to call,Casey,other,"You will be given a context and a question.
Context: Nicole pushed Casey to call.

Question: Who was pushed to call?
Answer: Casey
Question: Who pushed someone to call?
Answer: Nicole
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole pushed Casey to call.\n\nQuestion: Who was pushed to call?\nAnswer: Casey\nQuestion: Who pushed someone to call?\nAnswer: Nicole\nQuestion: Who called?\nAnswer: ', '____')",849.0,849.0,
850,jurassic-jumbo,object-control,Nicole,Joseph,False,told,to come,Joseph,other,"You will be given a context and a question.
Context: Nicole told Joseph to come.

Question: Who was told to come?
Answer: Joseph
Question: Who told someone to come?
Answer: Nicole
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole told Joseph to come.\n\nQuestion: Who was told to come?\nAnswer: Joseph\nQuestion: Who told someone to come?\nAnswer: Nicole\nQuestion: Who came?\nAnswer: ', '____')",850.0,850.0,
851,jurassic-jumbo,object-control,Nicole,Joseph,False,told,to go,Joseph,other,"You will be given a context and a question.
Context: Nicole told Joseph to go.

Question: Who told someone to go?
Answer: Nicole
Question: Who was told to go?
Answer: Joseph
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole told Joseph to go.\n\nQuestion: Who told someone to go?\nAnswer: Nicole\nQuestion: Who was told to go?\nAnswer: Joseph\nQuestion: Who went?\nAnswer: ', '____')",851.0,851.0,
852,jurassic-jumbo,object-control,Nicole,Joseph,False,told,to read,Joseph,other,"You will be given a context and a question.
Context: Nicole told Joseph to read.

Question: Who told someone to read?
Answer: Nicole
Question: Who was told to read?
Answer: Joseph
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole told Joseph to read.\n\nQuestion: Who told someone to read?\nAnswer: Nicole\nQuestion: Who was told to read?\nAnswer: Joseph\nQuestion: Who read?\nAnswer: ', '____')",852.0,852.0,
853,jurassic-jumbo,object-control,Nicole,Joseph,False,told,to run,Joseph,other,"You will be given a context and a question.
Context: Nicole told Joseph to run.

Question: Who was told to run?
Answer: Joseph
Question: Who told someone to run?
Answer: Nicole
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole told Joseph to run.\n\nQuestion: Who was told to run?\nAnswer: Joseph\nQuestion: Who told someone to run?\nAnswer: Nicole\nQuestion: Who ran?\nAnswer: ', '____')",853.0,853.0,
854,jurassic-jumbo,object-control,Nicole,Joseph,False,told,to call,Joseph,other,"You will be given a context and a question.
Context: Nicole told Joseph to call.

Question: Who was told to call?
Answer: Joseph
Question: Who told someone to call?
Answer: Nicole
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole told Joseph to call.\n\nQuestion: Who was told to call?\nAnswer: Joseph\nQuestion: Who told someone to call?\nAnswer: Nicole\nQuestion: Who called?\nAnswer: ', '____')",854.0,854.0,
855,jurassic-jumbo,object-control,Nicole,Joseph,False,ordered,to come,Joseph,other,"You will be given a context and a question.
Context: Nicole ordered Joseph to come.

Question: Who was ordered to come?
Answer: Joseph
Question: Who ordered someone to come?
Answer: Nicole
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole ordered Joseph to come.\n\nQuestion: Who was ordered to come?\nAnswer: Joseph\nQuestion: Who ordered someone to come?\nAnswer: Nicole\nQuestion: Who came?\nAnswer: ', '____')",855.0,855.0,
856,jurassic-jumbo,object-control,Nicole,Joseph,False,ordered,to go,Joseph,other,"You will be given a context and a question.
Context: Nicole ordered Joseph to go.

Question: Who was ordered to go?
Answer: Joseph
Question: Who ordered someone to go?
Answer: Nicole
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole ordered Joseph to go.\n\nQuestion: Who was ordered to go?\nAnswer: Joseph\nQuestion: Who ordered someone to go?\nAnswer: Nicole\nQuestion: Who went?\nAnswer: ', '?\n')",856.0,856.0,
857,jurassic-jumbo,object-control,Nicole,Joseph,False,ordered,to read,Joseph,other,"You will be given a context and a question.
Context: Nicole ordered Joseph to read.

Question: Who was ordered to read?
Answer: Joseph
Question: Who ordered someone to read?
Answer: Nicole
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole ordered Joseph to read.\n\nQuestion: Who was ordered to read?\nAnswer: Joseph\nQuestion: Who ordered someone to read?\nAnswer: Nicole\nQuestion: Who read?\nAnswer: ', '____')",857.0,857.0,
858,jurassic-jumbo,object-control,Nicole,Joseph,False,ordered,to run,Joseph,Nicole,"You will be given a context and a question.
Context: Nicole ordered Joseph to run.

Question: Who ordered someone to run?
Answer: Nicole
Question: Who was ordered to run?
Answer: Joseph
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole ordered Joseph to run.\n\nQuestion: Who ordered someone to run?\nAnswer: Nicole\nQuestion: Who was ordered to run?\nAnswer: Joseph\nQuestion: Who ran?\nAnswer: ', '(Nicole')",858.0,858.0,
859,jurassic-jumbo,object-control,Nicole,Joseph,False,ordered,to call,Joseph,other,"You will be given a context and a question.
Context: Nicole ordered Joseph to call.

Question: Who ordered someone to call?
Answer: Nicole
Question: Who was ordered to call?
Answer: Joseph
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole ordered Joseph to call.\n\nQuestion: Who ordered someone to call?\nAnswer: Nicole\nQuestion: Who was ordered to call?\nAnswer: Joseph\nQuestion: Who called?\nAnswer: ', '?\n')",859.0,859.0,
860,jurassic-jumbo,object-control,Nicole,Joseph,False,called upon,to come,Joseph,other,"You will be given a context and a question.
Context: Nicole called upon Joseph to come.

Question: Who was called upon to come?
Answer: Joseph
Question: Who called upon someone to come?
Answer: Nicole
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Nicole called upon Joseph to come.\n\nQuestion: Who was called upon to come?\nAnswer: Joseph\nQuestion: Who called upon someone to come?\nAnswer: Nicole\nQuestion: Who came?\nAnswer: ', '____')",860.0,860.0,
861,jurassic-jumbo,object-control,Nicole,Joseph,False,called upon,to go,Joseph,other,"You will be given a context and a question.
Context: Nicole called upon Joseph to go.

Question: Who called upon someone to go?
Answer: Nicole
Question: Who was called upon to go?
Answer: Joseph
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Nicole called upon Joseph to go.\n\nQuestion: Who called upon someone to go?\nAnswer: Nicole\nQuestion: Who was called upon to go?\nAnswer: Joseph\nQuestion: Who went?\nAnswer: ', '____')",861.0,861.0,
862,jurassic-jumbo,object-control,Nicole,Joseph,False,called upon,to read,Joseph,other,"You will be given a context and a question.
Context: Nicole called upon Joseph to read.

Question: Who was called upon to read?
Answer: Joseph
Question: Who called upon someone to read?
Answer: Nicole
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Nicole called upon Joseph to read.\n\nQuestion: Who was called upon to read?\nAnswer: Joseph\nQuestion: Who called upon someone to read?\nAnswer: Nicole\nQuestion: Who read?\nAnswer: ', '____')",862.0,862.0,
863,jurassic-jumbo,object-control,Nicole,Joseph,False,called upon,to run,Joseph,other,"You will be given a context and a question.
Context: Nicole called upon Joseph to run.

Question: Who was called upon to run?
Answer: Joseph
Question: Who called upon someone to run?
Answer: Nicole
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Nicole called upon Joseph to run.\n\nQuestion: Who was called upon to run?\nAnswer: Joseph\nQuestion: Who called upon someone to run?\nAnswer: Nicole\nQuestion: Who ran?\nAnswer: ', '____')",863.0,863.0,
864,jurassic-jumbo,object-control,Nicole,Joseph,False,called upon,to call,Joseph,other,"You will be given a context and a question.
Context: Nicole called upon Joseph to call.

Question: Who called upon someone to call?
Answer: Nicole
Question: Who was called upon to call?
Answer: Joseph
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Nicole called upon Joseph to call.\n\nQuestion: Who called upon someone to call?\nAnswer: Nicole\nQuestion: Who was called upon to call?\nAnswer: Joseph\nQuestion: Who called?\nAnswer: ', '____')",864.0,864.0,
