,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1
1460,jurassic-jumbo,subject-control,the engineer,the bartender,True,persuaded,to come,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer persuaded the bartender to come.

Question:  Who came, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer persuaded the bartender to come.\n\nQuestion:  Who came, the bartender or the engineer?\nAnswer: ', ' The engineer')",1460.0,
1461,jurassic-jumbo,subject-control,the engineer,the bartender,False,persuaded,to come,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer persuaded the bartender to come.

Question:  Who came, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer persuaded the bartender to come.\n\nQuestion:  Who came, the engineer or the bartender?\nAnswer: ', ' The engineer')",1461.0,
1462,jurassic-jumbo,subject-control,the engineer,the bartender,True,persuaded,to go,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer persuaded the bartender to go.

Question:  Who went, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer persuaded the bartender to go.\n\nQuestion:  Who went, the bartender or the engineer?\nAnswer: ', ' The bartender')",1462.0,
1463,jurassic-jumbo,subject-control,the engineer,the bartender,False,persuaded,to go,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer persuaded the bartender to go.

Question:  Who went, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer persuaded the bartender to go.\n\nQuestion:  Who went, the engineer or the bartender?\nAnswer: ', ' The engineer')",1463.0,
1464,jurassic-jumbo,subject-control,the engineer,the bartender,True,persuaded,to read,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer persuaded the bartender to read.

Question:  Who read, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer persuaded the bartender to read.\n\nQuestion:  Who read, the bartender or the engineer?\nAnswer: ', ' The bartender')",1464.0,
1465,jurassic-jumbo,subject-control,the engineer,the bartender,False,persuaded,to read,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer persuaded the bartender to read.

Question:  Who read, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer persuaded the bartender to read.\n\nQuestion:  Who read, the engineer or the bartender?\nAnswer: ', ' The engineer')",1465.0,
1466,jurassic-jumbo,subject-control,the engineer,the bartender,True,persuaded,to run,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer persuaded the bartender to run.

Question:  Who ran, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer persuaded the bartender to run.\n\nQuestion:  Who ran, the bartender or the engineer?\nAnswer: ', ' The bartender')",1466.0,
1467,jurassic-jumbo,subject-control,the engineer,the bartender,False,persuaded,to run,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer persuaded the bartender to run.

Question:  Who ran, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer persuaded the bartender to run.\n\nQuestion:  Who ran, the engineer or the bartender?\nAnswer: ', ' The engineer')",1467.0,
1468,jurassic-jumbo,subject-control,the engineer,the bartender,True,persuaded,to call,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer persuaded the bartender to call.

Question:  Who called, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer persuaded the bartender to call.\n\nQuestion:  Who called, the bartender or the engineer?\nAnswer: ', ' The bartender')",1468.0,
1469,jurassic-jumbo,subject-control,the engineer,the bartender,False,persuaded,to call,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer persuaded the bartender to call.

Question:  Who called, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer persuaded the bartender to call.\n\nQuestion:  Who called, the engineer or the bartender?\nAnswer: ', ' The engineer')",1469.0,
1470,jurassic-jumbo,subject-control,the engineer,the bartender,True,convinced,to come,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer convinced the bartender to come.

Question:  Who came, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer convinced the bartender to come.\n\nQuestion:  Who came, the bartender or the engineer?\nAnswer: ', ' The bartender')",1470.0,
1471,jurassic-jumbo,subject-control,the engineer,the bartender,False,convinced,to come,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer convinced the bartender to come.

Question:  Who came, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer convinced the bartender to come.\n\nQuestion:  Who came, the engineer or the bartender?\nAnswer: ', ' The engineer')",1471.0,
1472,jurassic-jumbo,subject-control,the engineer,the bartender,True,convinced,to go,the engineer,the bartender,"You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".
Context: the engineer convinced the bartender to go.

Question:  Who went, the bartender or the engineer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the bartender"" or ""the engineer"".\nContext: the engineer convinced the bartender to go.\n\nQuestion:  Who went, the bartender or the engineer?\nAnswer: ', ' The bartender')",1472.0,
1473,jurassic-jumbo,subject-control,the engineer,the bartender,False,convinced,to go,the engineer,the engineer,"You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".
Context: the engineer convinced the bartender to go.

Question:  Who went, the engineer or the bartender?
Answer: ","('You will be given a context and a question. Answer the question with either ""the engineer"" or ""the bartender"".\nContext: the engineer convinced the bartender to go.\n\nQuestion:  Who went, the engineer or the bartender?\nAnswer: ', ' The engineer')",1473.0,
